"siteid","age","LAT","LON","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec"
8,611.9,33.956389,-119.976667,16.6799996271729,16.5599996298552,16.3099996354431,17.2899996135384,18.3399995900691,20.8399995341897,23.3999994769692,23.9999994635582,24.139999460429,22.4399994984269,20.3499995451421,17.6999996043742
8,1066.2,33.956389,-119.976667,16.9599996209145,17.0499996189028,17.0899996180087,18.2199995927513,19.2399995699525,21.54999951832,23.9299994651228,24.4399994537234,24.5599994510412,22.8299994897097,20.6499995384365,17.9199995994568
8,1263.8,33.956389,-119.976667,16.7199996262789,16.4599996320903,16.0499996412545,16.9599996209145,18.0999995954335,20.7799995355308,23.4799994751811,24.099999461323,24.1699994597584,22.4299994986504,20.3599995449185,17.7699996028095
8,1522,33.956389,-119.976667,16.7799996249378,16.7899996247143,16.7799996249378,17.8899996001273,18.919999577105,21.2699995245785,23.7399994693696,24.3599994555116,24.6099994499236,22.9199994876981,20.6999995373189,17.8699996005744
8,1792.1,33.956389,-119.976667,17.1399996168911,16.9699996206909,16.6799996271729,17.5999996066093,18.5999995842576,21.0599995292723,23.6399994716048,24.2999994568527,24.5299994517118,22.9099994879216,20.8499995339662,18.1899995934218
8,2109.5,33.956389,-119.976667,16.9999996200204,16.8999996222556,16.7399996258318,17.6399996057153,18.4299995880574,20.5899995397776,23.0399994850159,23.8399994671345,24.3799994550645,22.9699994865805,20.929999532178,18.1299995947629
8,2397.6,33.956389,-119.976667,16.9399996213615,16.8899996224791,16.8299996238202,17.7599996030331,18.4599995873868,20.4799995422363,22.8499994892627,23.6999994702637,24.389999454841,23.0599994845688,20.9899995308369,18.10999959521
8,2679.7,33.956389,-119.976667,16.6799996271729,16.2699996363372,15.8699996452779,16.6899996269494,17.5999996066093,20.0299995522946,22.7999994903803,23.8799994662404,24.5999994501472,23.249999480322,21.1099995281547,18.0999995954335
8,2949.5,33.956389,-119.976667,17.8099996019155,17.19999961555,16.3099996354431,16.8499996233732,17.8399996012449,20.5899995397776,23.4999994747341,24.389999454841,24.7599994465709,23.3099994789809,21.4699995201081,18.9799995757639
8,3217.5,33.956389,-119.976667,16.6999996267259,16.5899996291846,16.5799996294081,17.7599996030331,18.8899995777756,21.3599995225668,23.9899994637817,24.7799994461238,25.1299994383007,23.4399994760752,21.0599995292723,17.9899995978922
8,3478.1,33.956389,-119.976667,17.3799996115267,17.0999996177852,16.6899996269494,17.509999608621,18.4599995873868,20.9399995319545,23.5999994724989,24.3999994546175,24.7999994456768,23.2899994794279,21.259999524802,18.5399995855987
8,3728.1,33.956389,-119.976667,16.2099996376783,16.3199996352196,16.6299996282905,17.9699995983392,18.9999995753169,21.2099995259196,23.6399994716048,24.409999454394,24.8699994441122,23.2099994812161,20.7399995364249,17.4999996088445
8,3984.1,33.956389,-119.976667,16.4599996320903,16.1699996385723,15.9099996443838,16.8599996231496,17.8399996012449,20.2799995467067,22.9899994861335,23.9599994644523,24.5499994512647,23.0799994841218,20.8599995337427,17.8299996014684
8,4245.7,33.956389,-119.976667,16.6699996273965,16.2499996367842,15.7299996484071,16.5899996291846,17.7399996034801,20.4899995420128,23.3399994783103,24.1799994595349,24.4799994528294,22.8399994894862,20.7099995370954,17.9299995992333
8,4486.7,33.956389,-119.976667,16.7099996265024,16.4699996318668,16.1799996383488,17.19999961555,18.3899995889515,21.0599995292723,23.7799994684756,24.4699994530529,24.6299994494766,22.8699994888157,20.659999538213,17.8699996005744
8,4743.1,33.956389,-119.976667,17.3599996119738,16.8399996235967,16.0899996403605,16.7699996251613,17.8599996007979,20.6699995379895,23.559999473393,24.3699994552881,24.6299994494766,23.0499994847924,21.0899995286018,18.5299995858222
8,4996.2,33.956389,-119.976667,16.1299996394664,15.479999653995,14.7099996712059,15.5699996519834,17.0499996189028,20.3199995458126,23.4999994747341,24.3299994561821,24.3599994555116,22.4799994975328,20.2499995473772,17.4799996092916
8,5252.2,33.956389,-119.976667,16.5599996298552,16.099999640137,15.4499996546656,16.3999996334314,17.9099995996803,21.1499995272607,24.1699994597584,24.7299994472414,24.4599994532764,22.4199994988739,20.2299995478243,17.6699996050447
8,5614.6,33.956389,-119.976667,17.219999615103,16.8099996242672,16.2199996374547,17.0999996177852,18.4199995882809,21.3899995218962,24.2899994570762,24.9399994425476,24.9099994432181,23.0599994845688,20.949999531731,18.3499995898455
8,5827.3,33.956389,-119.976667,16.2499996367842,15.7299996484071,15.1799996607006,16.2699996363372,17.8999995999038,21.2299995254725,24.389999454841,25.1299994383007,24.98999944143,22.9199994876981,20.5099995415658,17.5999996066093
8,5953.2,33.956389,-119.976667,16.6199996285141,16.1099996399134,15.3499996569008,16.2699996363372,17.8999995999038,21.3099995236844,24.3999994546175,24.8899994436651,24.4399994537234,22.2899995017797,20.1299995500594,17.6799996048212
8,6130.9,33.956389,-119.976667,16.2599996365607,15.8399996459484,15.1999996602535,16.2399996370077,17.9399995990098,21.3699995223433,24.4399994537234,24.8399994447827,24.2799994572997,22.0199995078146,19.7799995578825,17.2799996137619
24,3196.3,53.333333,-60.583333,-13.2799997031689,-11.3399997465312,-4.7099998947233,1.66999996267259,8.51999980956316,14.379999678582,18.6599995829165,17.8099996019155,13.3599997013807,6.43999985605478,-0.449999989941716,-9.37999979034066
24,3433.8,53.333333,-60.583333,-13.3499997016042,-11.6199997402728,-5.37999987974763,0.939999978989363,8.19999981671572,14.7299996707588,19.3299995679408,18.2199995927513,13.1399997062981,5.80999987013638,-1.02999997697771,-9.60999978519976
24,3672.5,53.333333,-60.583333,-13.5399996973574,-11.789999736473,-5.47999987751245,1.01999997720122,8.55999980866909,15.3499996569008,20.0599995516241,18.8399995788932,13.509999698028,5.90999986790121,-1.11999997496605,-9.77999978139997
24,3910.5,53.333333,-60.583333,-13.21999970451,-11.7099997382611,-5.72999987192452,0.529999988153577,7.9799998216331,14.8599996678531,19.7099995594472,18.6599995829165,13.469999698922,6.029999865219,-0.829999981448054,-9.38999979011714
24,4147.1,53.333333,-60.583333,-13.1099997069687,-11.3199997469783,-4.98999988846481,1.41999996826053,8.73999980464578,15.2799996584654,19.8499995563179,18.6899995822459,13.5499996971339,6.13999986276031,-0.769999982789159,-9.38999979011714
24,4382,53.333333,-60.583333,-14.4799996763468,-12.8099997136742,-6.64999985136092,-0.239999994635582,7.33999983593822,14.2499996814877,19.0099995750934,17.7499996032566,12.2999997250736,4.67999989539385,-2.26999994926155,-10.7799997590482
24,4575.9,53.333333,-60.583333,-14.939999666065,-12.8999997116625,-5.81999986991286,1.16999997384846,8.61999980732799,14.939999666065,19.4599995650351,18.5699995849282,13.8199996910989,6.35999985784292,-1.19999997317791,-10.7399997599423
24,4765.3,53.333333,-60.583333,-14.6399996727705,-12.8799997121096,-6.38999985717237,0.429999990388751,8.35999981313944,15.5099996533245,20.3999995440245,19.1499995719641,13.5699996966869,5.62999987415969,-1.75999996066093,-10.7199997603893
24,4955.3,53.333333,-60.583333,-14.2299996819347,-12.349999723956,-5.739999871701,1.03999997675419,8.73999980464578,15.5899996515363,20.2799995467067,19.0099995750934,13.5699996966869,5.78999987058342,-1.49999996647239,-10.3999997675419
