"siteid","age","LAT","LON","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec"
8,611.9,33.956389,-119.976667,332.200004950166,306.800004571676,326.90000487119,340.800005078316,388.700005792081,437.100006513298,521.900007776916,537.700008012354,520.500007756054,481.90000718087,398.300005935133,350.300005219877
8,1066.2,33.956389,-119.976667,341.200005084276,320.800004780293,350.000005215406,366.900005467236,414.500006176531,456.3000067994,536.100007988513,548.500008173287,529.800007894635,490.400007307529,405.00000603497,356.300005309284
8,1263.8,33.956389,-119.976667,331.500004939735,306.100004561245,324.600004836917,336.00000500679,381.900005690753,428.800006389618,512.100007630885,526.700007848442,509.300007589161,471.700007028878,391.300005830824,347.000005170703
8,1522,33.956389,-119.976667,332.000004947186,310.900004632771,339.800005063415,357.600005328655,404.60000602901,446.700006656349,528.200007870793,544.700008116663,531.000007912517,493.500007353723,405.600006043911,351.900005243719
8,1792.1,33.956389,-119.976667,348.400005191565,319.900004766881,338.500005044043,348.200005188584,392.500005848706,437.700006522238,522.300007782876,540.500008054078,527.200007855892,493.400007352233,412.600006148219,366.600005462766
8,2109.5,33.956389,-119.976667,341.800005093217,318.80000475049,346.000005155802,358.500005342066,398.200005933642,433.300006456673,512.000007629395,531.800007924438,525.60000783205,495.500007383525,412.800006151199,361.200005382299
8,2397.6,33.956389,-119.976667,339.900005064905,317.700004734099,346.100005157292,358.200005337596,394.500005878508,425.700006343424,502.200007483363,524.500007815659,523.800007805228,497.200007408857,414.600006178021,361.000005379319
8,2679.7,33.956389,-119.976667,331.500004939735,301.40000449121,319.900004766881,330.500004924834,371.100005529821,413.40000616014,499.70000744611,528.600007876754,529.200007885695,502.200007483363,417.100006215274,359.600005358458
8,2949.5,33.956389,-119.976667,364.700005434453,326.100004859269,333.000004962087,334.800004988909,377.300005622208,427.700006373227,518.600007727742,543.000008091331,534.600007966161,505.900007538497,429.200006395578,386.300005756319
8,3217.5,33.956389,-119.976667,336.20000500977,311.700004644692,338.200005039573,355.100005291402,402.500005997717,446.600006654859,531.300007916987,551.30000821501,540.000008046627,504.200007513165,415.200006186962,359.300005353987
8,3478.1,33.956389,-119.976667,352.80000525713,322.600004807115,339.800005063415,346.800005167723,388.000005781651,431.100006423891,515.400007680058,536.500007994473,528.300007872283,498.300007425249,419.000006243587,372.500005550683
8,3728.1,33.956389,-119.976667,318.40000474453,302.100004501641,339.800005063415,363.800005421042,410.600006118417,447.300006665289,526.400007843971,545.900008134544,537.300008006394,500.700007461011,406.500006057322,342.600005105138
8,3984.1,33.956389,-119.976667,328.800004899502,303.100004516542,325.500004850328,337.800005033612,378.400005638599,417.900006227195,500.300007455051,524.500007815659,521.400007769465,492.100007332861,408.000006079674,352.80000525713
8,4245.7,33.956389,-119.976667,327.40000487864,298.500004447997,314.700004689395,326.300004862249,372.200005546212,420.700006268919,508.10000757128,529.900007896125,519.900007747114,485.600007236004,401.800005987287,350.300005219877
8,4486.7,33.956389,-119.976667,332.300004951656,305.200004547834,325.200004845858,340.800005078316,392.200005844235,443.700006611645,532.000007927418,549.300008185208,531.600007921457,491.30000732094,404.50000602752,353.20000526309
8,4743.1,33.956389,-119.976667,351.700005240738,316.400004714727,325.800004854798,331.800004944205,377.700005628169,430.30000641197,521.100007764995,542.70000808686,530.100007899106,496.900007404387,417.300006218255,372.600005552173
8,4996.2,33.956389,-119.976667,310.900004632771,278.000004142523,287.100004278123,301.20000448823,356.000005304813,418.700006239116,515.400007680058,538.000008016825,521.700007773936,480.700007162988,392.500005848706,338.100005038083
8,5252.2,33.956389,-119.976667,330.300004921854,298.300004445016,308.200004592538,320.600004777312,376.000005602837,438.400006532669,532.400007933378,547.800008162856,522.800007790327,478.500007130206,394.700005881488,349.700005210936
8,5614.6,33.956389,-119.976667,348.400005191565,316.100004710257,328.600004896522,338.300005041063,389.200005799532,444.800006628036,535.700007982552,552.600008234382,532.800007939339,493.500007353723,411.700006134808,367.500005476177
8,5827.3,33.956389,-119.976667,319.200004756451,287.900004290044,300.100004471838,317.000004723668,376.000005602837,440.800006568432,537.700008012354,555.500008277595,531.300007916987,485.000007227063,395.600005894899,343.000005111098
8,5953.2,33.956389,-119.976667,330.000004917383,298.000004440546,306.600004568696,319.100004754961,377.000005617738,442.300006590784,537.100008003414,549.800008192658,520.200007751584,472.900007046759,389.700005806983,347.400005176663
8,6130.9,33.956389,-119.976667,318.40000474453,289.400004312396,300.300004474819,315.800004705787,374.800005584955,440.100006558001,534.10000795871,545.400008127093,514.400007665157,464.80000692606,379.900005660951,335.400004997849
24,3196.3,53.333333,-60.583333,0.500000007450581,1.80000002682209,7.50000011175871,24.0000003576279,121.800001814961,267.30000398308,414.500006176531,398.800005942583,267.20000398159,103.30000153929,12.7000001892447,3.20000004768372
24,3433.8,53.333333,-60.583333,0.400000005960464,1.30000001937151,5.10000007599592,16.6000002473593,109.200001627207,276.600004121661,437.900006525218,415.100006185472,262.000003904104,86.9000012949109,8.90000013262033,2.60000003874302
24,3672.5,53.333333,-60.583333,0.400000005960464,1.50000002235174,5.70000008493662,19.0000002831221,120.60000179708,292.100004352629,452.300006739795,423.300006307662,262.400003910065,84.1000012531877,8.40000012516975,2.60000003874302
24,3910.5,53.333333,-60.583333,0.500000007450581,1.50000002235174,5.10000007599592,15.7000002339482,106.700001589954,278.800004154444,444.500006623566,422.800006300211,268.200003996491,92.2000013738871,10.300000153482,3.1000000461936
24,4147.1,53.333333,-60.583333,0.500000007450581,1.70000002533197,6.30000009387732,20.5000003054738,121.800001814961,287.800004288554,445.600006639957,420.400006264448,266.90000397712,91.8000013679266,10.1000001505017,3.00000004470348
24,4382,53.333333,-60.583333,0.300000004470348,0.900000013411045,3.40000005066395,11.0000001639128,91.1000013574958,265.100003950298,430.100006408989,399.400005951524,231.800003454089,59.400000885129,4.60000006854534,1.70000002533197
24,4575.9,53.333333,-60.583333,0.300000004470348,1.10000001639128,5.30000007897615,19.6000002920628,120.50000179559,282.000004202127,439.40000654757,422.10000628978,278.700004152954,100.700001500547,10.0000001490116,2.30000003427267
24,4765.3,53.333333,-60.583333,0.300000004470348,1.10000001639128,4.30000006407499,15.4000002294779,114.000001698732,295.100004397333,462.500006891787,434.200006470084,267.20000398159,82.0000012218952,7.20000010728836,2.10000003129244
24,4955.3,53.333333,-60.583333,0.300000004470348,1.20000001788139,5.00000007450581,18.6000002771616,122.500001825392,295.700004406273,458.300006829202,433.800006464124,276.200004115701,92.3000013753772,8.7000001296401,2.20000003278255
24,5145.4,53.333333,-60.583333,0.300000004470348,1.00000001490116,4.70000007003546,17.8000002652407,115.000001713634,277.900004141033,437.400006517768,420.800006270409,276.600004121661,97.8000014573336,9.3000001385808,2.10000003129244
24,5335,53.333333,-60.583333,0.100000001490116,0.600000008940697,3.1000000461936,12.4000001847744,100.700001500547,272.600004062057,434.800006479025,407.700006075203,245.400003656745,65.2000009715557,4.30000006407499,1.20000001788139
24,5525.8,53.333333,-60.583333,0.400000005960464,1.40000002086163,6.40000009536743,23.3000003471971,132.200001969934,295.300004400313,453.200006753206,436.600006505847,294.000004380941,114.700001709163,13.0000001937151,2.80000004172325
24,5715.3,53.333333,-60.583333,0.300000004470348,0.900000013411045,4.10000006109476,15.8000002354383,115.200001716614,292.300004355609,461.600006878376,443.900006614625,290.300004325807,102.500001527369,9.60000014305115,2.10000003129244
24,5905.5,53.333333,-60.583333,0.400000005960464,1.30000001937151,5.10000007599592,18.0000002682209,125.900001876056,311.800004646182,481.000007167459,451.700006730855,282.000004202127,92.4000013768673,8.90000013262033,2.60000003874302
24,6092.9,53.333333,-60.583333,0.500000007450581,1.30000001937151,3.60000005364418,10.300000153482,94.2000014036894,290.400004327297,471.000007018447,438.200006529689,256.600003823638,72.1000010743737,6.90000010281801,2.80000004172325
24,6284.8,53.333333,-60.583333,0.200000002980232,0.800000011920929,3.90000005811453,15.1000002250075,113.300001688302,291.000004336238,459.700006850064,440.000006556511,283.400004222989,95.3000014200807,8.30000012367964,1.90000002831221
24,6474.8,53.333333,-60.583333,0.400000005960464,1.00000001490116,3.30000004917383,10.8000001609325,100.000001490116,297.600004434586,480.300007157028,453.800006762147,277.800004139543,85.6000012755394,7.80000011622906,2.40000003576279
24,6624.9,53.333333,-60.583333,0.300000004470348,1.00000001490116,4.10000006109476,15.4000002294779,117.300001747906,302.900004513562,474.500007070601,448.700006686151,281.700004197657,90.8000013530254,8.00000011920929,2.10000003129244
24,6716.7,53.333333,-60.583333,0.500000007450581,1.40000002086163,5.10000007599592,18.0000002682209,131.300001956522,327.900004886091,500.700007461011,463.400006905198,279.500004164875,84.9000012651086,7.90000011771917,2.60000003874302
24,7019.2,53.333333,-60.583333,0.100000001490116,0.500000007450581,3.1000000461936,15.0000002235174,120.30000179261,301.60000449419,469.800007000566,447.80000667274,286.200004264712,88.8000013232231,5.80000008642673,1.10000001639128
24,7152.9,53.333333,-60.583333,0.100000001490116,0.600000008940697,2.60000003874302,10.1000001505017,94.8000014126301,278.400004148483,450.300006709993,422.20000629127,251.100003741682,65.2000009715557,4.20000006258488,1.20000001788139
