"siteid","age","LAT","LON","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec"
8,611.9,33.956389,-119.976667,4.74999989382923,5.15999988466501,4.77999989315867,5.42999987863004,6.73999984934926,8.29999981448054,10.2699997704476,10.6899997610599,10.5599997639656,8.64999980665743,6.1999998614192,4.89999989047647
8,1066.2,33.956389,-119.976667,5.0499998871237,5.65999987348914,5.48999987728894,6.23999986052513,7.49999983236194,8.86999980174005,10.6599997617304,10.9499997552484,10.7599997594953,8.80999980308115,6.34999985806644,5.06999988667667
8,1263.8,33.956389,-119.976667,4.66999989561737,5.20999988354743,4.88999989069998,5.43999987840652,6.53999985381961,7.8099998254329,9.55999978631735,9.87999977916479,9.77999978139997,7.99999982118607,5.72999987192452,4.61999989673495
8,1522,33.956389,-119.976667,4.63999989628792,5.21999988332391,5.13999988511205,5.94999986700714,7.17999983951449,8.50999980978668,10.339999768883,10.7799997590482,10.7899997588247,8.91999980062246,6.33999985828996,4.82999989204109
8,1792.1,33.956389,-119.976667,5.3399998806417,5.67999987304211,5.15999988466501,5.60999987460673,6.7199998497963,8.11999981850386,10.0599997751415,10.5699997637421,10.6199997626245,8.91999980062246,6.6599998511374,5.45999987795949
8,2109.5,33.956389,-119.976667,5.0499998871237,5.66999987326562,5.57999987527728,6.2599998600781,7.25999983772635,8.29999981448054,9.9899997767061,10.4699997659773,10.6599997617304,8.99999979883432,6.58999985270202,5.16999988444149
8,2397.6,33.956389,-119.976667,4.98999988846481,5.59999987483025,5.49999987706542,6.11999986320734,6.98999984376132,7.89999982342124,9.54999978654087,10.1399997733533,10.5299997646362,9.01999979838729,6.64999985136092,5.17999988421798
8,2679.7,33.956389,-119.976667,4.7099998947233,5.06999988667667,4.76999989338219,5.3399998806417,6.33999985828996,7.52999983169138,9.43999978899956,10.2199997715652,10.6799997612834,9.14999979548156,6.69999985024333,5.09999988600612
8,2949.5,33.956389,-119.976667,5.71999987214804,5.88999986834824,5.16999988444149,5.46999987773597,6.49999985471368,7.91999982297421,9.95999977737665,10.6399997621775,10.879999756813,9.32999979145825,7.13999984040856,5.93999986723065
8,3217.5,33.956389,-119.976667,4.98999988846481,5.47999987751245,5.23999988287687,5.90999986790121,7.07999984174967,8.40999981202185,10.2899997700006,10.7899997588247,10.8699997570366,9.08999979682267,6.61999985203147,5.18999988399446
8,3478.1,33.956389,-119.976667,5.37999987974763,5.739999871701,5.22999988310039,5.60999987460673,6.56999985314906,7.79999982565641,9.64999978430569,10.2099997717887,10.4199997670949,8.85999980196357,6.66999985091388,5.48999987728894
