"siteid","age","LAT","LON","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec"
8,611.9,33.956389,-119.976667,8.42999981157482,9.25999979302287,9.83999978005886,10.4699997659773,11.5799997411668,12.8999997116625,14.7599996700883,15.3599996566772,15.4599996544421,13.1299997065216,10.5999997630715,9.07999979704618
8,1066.2,33.956389,-119.976667,9.11999979615211,9.93999977782369,10.31999976933,10.7799997590482,11.8299997355789,13.2099997047335,15.1299996618181,15.6699996497482,15.6799996495247,13.3899997007102,11.0499997530133,9.70999978296459
8,1263.8,33.956389,-119.976667,8.44999981112778,9.28999979235232,9.89999977871776,10.5599997639656,11.6499997396022,12.929999710992,14.7799996696413,15.4399996548891,15.6599996499717,13.3299997020513,10.7399997599423,9.13999979570508
8,1522,33.956389,-119.976667,9.02999979816377,9.85999977961183,10.2899997700006,10.7599997594953,11.7299997378141,12.9799997098744,14.8099996689707,15.3999996557832,15.5599996522069,13.3799997009337,11.0199997536838,9.62999978475273
8,1792.1,33.956389,-119.976667,8.59999980777502,9.26999979279935,9.5899997856468,10.0199997760355,11.0499997530133,12.4599997214973,14.4499996770173,15.1499996613711,15.3099996577948,13.0999997071922,10.7199997603893,9.27999979257584
8,2109.5,33.956389,-119.976667,8.61999980732799,9.49999978765845,10.1099997740239,10.7599997594953,11.8399997353554,13.1099997069687,14.939999666065,15.5299996528774,15.6699996497482,13.3399997018278,10.7999997586012,9.26999979279935
8,2397.6,33.956389,-119.976667,8.90999980084598,9.6999997831881,10.1599997729063,10.629999762401,11.5699997413903,12.7499997150153,14.5799996741116,15.3499996569008,15.769999647513,13.6599996946752,11.1799997501075,9.62999978475273
8,2679.7,33.956389,-119.976667,8.81999980285764,9.51999978721142,9.79999978095293,10.2599997706711,11.4399997442961,13.0799997076392,15.2199996598065,15.7799996472895,15.6099996510893,13.179999705404,10.7899997588247,9.44999978877604
8,2949.5,33.956389,-119.976667,8.75999980419874,9.56999978609383,10.0399997755885,10.5799997635186,11.6399997398257,12.9899997096509,14.8699996676296,15.4499996546656,15.5299996528774,13.2399997040629,10.8099997583777,9.37999979034066
8,3217.5,33.956389,-119.976667,8.44999981112778,9.33999979123473,10.049999775365,10.7699997592717,11.8499997351319,13.0399997085333,14.8199996687472,15.479999653995,15.769999647513,13.4499996993691,10.7899997588247,9.13999979570508
